,0050,006208,2330,2376,2884,0056,00679B,00646,00631L
2020-05-04,83.0,47.7,295.0,51.2,26.8,27.09,51.05,25.66,42.18
2020-05-05,83.4,47.78,295.5,51.1,26.85,27.33,50.75,26.18,42.74
2020-05-06,83.5,47.74,296.0,50.3,26.85,27.32,50.55,26.35,42.82
2020-05-07,83.85,48.04,297.5,51.2,26.8,27.4,50.1,26.18,43.62
2020-05-08,84.35,48.29,297.5,52.0,26.85,27.5,50.5,26.6,44.0
2020-05-11,85.05,48.72,301.0,53.1,27.05,27.66,49.81,26.75,44.87
2020-05-12,84.05,48.1,295.0,55.8,26.85,27.55,49.8,26.62,43.79
2020-05-13,84.3,48.25,297.0,59.5,27.15,27.75,50.25,26.24,44.2
2020-05-14,83.3,47.7,293.0,58.9,26.9,27.48,50.65,25.8,42.85
2020-05-15,83.85,47.91,298.0,62.4,26.95,27.43,51.0,26.15,43.36
2020-05-18,83.15,47.5,290.0,62.0,26.8,27.25,50.85,26.41,42.89
2020-05-19,83.9,47.95,291.5,62.6,26.9,27.43,49.84,26.97,43.82
2020-05-20,83.8,47.95,294.0,62.6,27.0,27.48,49.93,26.87,44.0
2020-05-21,84.5,48.37,297.5,63.5,27.0,27.63,50.25,27.01,44.9
2020-05-22,82.95,47.56,292.0,61.4,26.75,27.45,50.5,26.7,43.02
2020-05-25,83.5,47.68,292.0,63.1,26.85,27.5,50.5,27.18,43.85
2020-05-26,84.45,48.38,295.5,63.5,26.9,27.82,50.25,27.46,45.04
2020-05-27,84.35,48.28,296.5,61.3,26.95,27.85,49.84,27.59,44.87
2020-05-28,83.85,48.0,294.0,59.6,26.8,27.9,49.69,27.86,44.31
2020-05-29,84.45,48.23,292.0,59.0,26.65,27.86,49.72,27.68,44.67
2020-06-01,84.9,48.56,295.5,61.6,27.05,28.05,49.71,27.77,45.56
2020-06-02,85.3,48.9,296.5,61.8,27.55,28.17,49.46,27.77,45.95
2020-06-03,86.8,49.71,301.0,62.4,28.2,28.48,48.96,28.17,47.51
2020-06-04,87.6,49.97,306.0,62.9,28.1,28.67,48.68,28.42,48.15
2020-06-05,88.35,50.35,311.5,69.1,28.0,28.8,47.63,28.42,49.05
2020-06-08,89.5,51.0,318.0,64.3,28.1,28.88,47.09,28.96,49.95
2020-06-09,89.6,51.2,319.0,63.5,28.2,28.84,47.74,29.22,50.25
2020-06-10,90.45,51.65,322.5,63.6,28.35,28.86,48.1,29.15,51.15
2020-06-11,89.05,50.85,320.5,61.7,28.0,28.43,48.78,28.4,49.2
2020-06-12,88.25,50.35,316.0,63.0,27.65,28.29,49.15,27.59,48.49
2020-06-15,87.0,49.76,309.5,62.3,27.5,28.13,49.59,26.94,47.23
2020-06-16,88.9,50.9,315.0,64.9,28.05,28.45,48.37,28.18,49.52
2020-06-17,89.0,50.8,315.0,64.5,28.05,28.46,48.53,28.23,49.6
2020-06-18,88.9,50.85,314.5,64.8,28.0,28.55,48.67,27.96,49.92
2020-06-19,88.85,50.8,314.5,63.0,27.8,28.56,48.78,28.15,50.0
2020-06-22,89.05,51.0,312.0,65.1,27.8,28.48,48.88,28.01,50.15
2020-06-23,89.45,51.2,315.0,66.9,27.95,28.54,48.81,28.2,50.5
2020-06-24,90.0,51.4,317.5,65.4,27.95,28.54,48.41,28.25,51.05
2020-06-29,89.1,51.0,312.0,66.0,27.8,28.51,49.52,27.22,49.71
2020-06-30,89.9,51.35,313.0,65.5,27.8,28.56,49.38,27.57,50.8
2020-07-01,90.5,51.75,317.5,68.1,28.0,28.79,49.03,27.73,51.5
2020-07-02,91.5,52.2,322.0,69.3,28.05,29.09,49.08,28.0,52.75
2020-07-03,92.55,52.8,329.5,70.3,28.1,29.33,49.14,28.09,53.9
2020-07-06,94.15,53.75,338.0,71.7,28.4,29.83,48.74,28.46,55.95
2020-07-07,94.5,53.9,338.5,70.5,28.3,29.43,48.98,28.46,55.95
2020-07-08,95.15,54.35,341.0,71.4,28.45,29.72,49.34,28.26,56.7
2020-07-09,95.45,54.4,345.0,70.8,28.3,29.74,49.3,28.41,57.0
2020-07-10,94.65,54.05,348.5,72.0,28.3,29.52,50.25,28.17,55.7
2020-07-13,96.05,54.8,354.5,72.1,28.8,29.65,49.97,28.78,57.5
2020-07-14,96.65,55.2,363.5,73.7,28.8,29.58,50.0,28.44,57.45
2020-07-15,97.05,55.4,363.0,72.0,28.85,29.53,49.95,28.94,57.9
2020-07-16,96.1,54.95,357.5,72.1,28.95,29.63,50.05,28.9,57.05
2020-07-17,97.2,55.4,367.0,73.2,29.15,29.59,50.15,28.93,57.75
2020-07-20,97.05,55.5,366.0,73.9,29.25,29.55,50.15,28.92,57.75
2020-07-21,98.7,56.3,383.0,74.4,29.25,29.84,50.1,29.27,60.3
2020-07-22,98.95,56.45,384.0,75.3,29.2,29.97,50.1,29.27,60.6
2020-07-23,98.85,56.4,381.5,78.7,29.1,30.17,50.3,29.4,60.4
2020-07-24,98.5,56.2,386.0,82.4,28.95,29.85,51.0,28.95,59.25
2020-07-27,103.3,58.95,424.5,84.7,28.95,29.84,50.85,28.95,63.1
2020-07-28,103.6,59.1,435.0,84.4,26.95,29.46,50.15,28.94,62.75
2020-07-29,102.55,58.55,422.0,83.6,27.2,29.62,50.8,28.83,62.4
2020-07-30,104.05,59.5,434.0,86.5,27.25,29.99,50.7,29.08,63.95
2020-07-31,103.8,59.3,425.5,84.0,27.1,30.24,51.2,29.27,63.95
2020-08-03,102.0,58.4,416.0,82.5,26.8,30.01,51.0,29.4,62.1
2020-08-04,103.3,59.1,425.5,84.6,27.1,30.17,50.9,29.58,64.0
2020-08-05,104.3,59.6,429.0,85.5,26.9,30.62,51.05,29.65,65.1
2020-08-06,105.4,60.25,435.0,82.5,27.0,30.7,51.0,29.84,66.25
2020-08-07,104.65,59.85,433.0,82.4,26.9,30.65,51.3,29.88,65.4
2020-08-10,105.6,60.35,435.5,80.1,26.85,30.6,50.75,30.11,66.55
2020-08-11,104.8,59.95,429.0,82.0,26.85,30.35,50.7,30.2,65.35
2020-08-12,103.25,59.1,419.0,79.9,26.85,30.22,49.93,29.97,63.95
2020-08-13,104.25,59.75,429.0,84.0,27.0,30.32,49.85,30.3,65.1
2020-08-14,104.5,59.7,427.0,85.5,26.95,30.63,49.19,30.32,65.55
2020-08-17,105.6,60.35,435.0,86.5,27.1,30.96,49.14,30.34,67.25
2020-08-18,105.0,60.05,433.0,91.4,27.5,30.9,49.04,30.35,66.4
2020-08-19,104.25,59.6,427.5,88.8,27.55,30.77,49.38,30.43,65.5
2020-08-20,100.6,57.8,415.0,83.5,27.05,29.79,49.19,30.1,60.7
2020-08-21,102.8,58.85,424.5,85.3,27.4,30.11,49.26,30.38,63.4
2020-08-24,103.1,59.05,428.0,86.6,27.05,30.14,49.71,30.5,63.8
2020-08-25,103.9,59.3,434.5,91.5,27.25,30.44,49.48,30.83,65.1
2020-08-26,104.3,59.7,442.0,88.3,27.35,30.43,48.91,30.88,65.65
2020-08-27,104.55,59.7,444.0,89.7,27.2,30.33,49.0,31.13,65.45
2020-08-28,103.5,59.25,435.0,86.2,27.2,30.24,47.82,31.39,64.5
2020-08-31,101.8,58.55,426.5,84.9,27.2,30.16,48.14,31.58,63.2
2020-09-01,103.35,58.95,435.0,85.7,27.2,30.06,48.26,31.43,64.6
2020-09-02,103.0,58.9,433.0,82.6,26.9,30.14,48.76,31.72,64.6
2020-09-03,103.3,59.05,436.0,85.1,26.85,30.25,49.27,32.09,65.0
2020-09-04,102.55,58.5,429.0,82.8,26.65,30.09,49.43,30.9,63.8
2020-09-07,102.4,58.5,426.0,79.1,26.7,29.96,48.47,30.62,63.45
2020-09-08,103.0,58.9,431.0,77.6,26.6,29.97,48.49,30.8,64.25
2020-09-09,102.3,58.6,427.0,79.1,26.6,29.85,48.98,30.07,63.65
2020-09-10,103.2,59.0,435.0,77.6,26.7,29.85,48.71,30.47,64.4
2020-09-11,103.25,59.0,436.5,79.2,26.7,29.75,48.94,30.17,64.4
2020-09-14,104.55,59.55,441.0,80.6,26.6,29.98,48.98,30.24,66.6
2020-09-15,104.95,59.9,445.0,81.3,26.6,30.1,48.93,30.36,66.55
2020-09-16,106.55,60.7,458.0,80.9,26.7,30.25,48.8,30.48,67.9
2020-09-17,105.4,60.0,448.5,81.3,26.6,30.23,48.6,30.13,66.5
2020-09-18,105.3,60.0,444.0,82.3,26.4,30.2,48.57,29.97,66.75
2020-09-21,104.45,59.5,440.0,82.1,26.05,30.03,48.11,29.47,65.4
2020-09-22,103.1,58.9,437.0,80.8,25.6,29.8,48.57,29.36,63.4
2020-09-23,102.95,58.75,433.5,81.1,25.55,29.7,48.67,29.75,63.75
2020-09-24,100.45,57.45,423.0,77.6,24.9,29.06,49.05,29.05,60.15
2020-09-25,100.65,57.45,424.0,75.4,25.3,28.9,48.95,29.23,60.5
2020-09-28,102.3,58.3,431.5,80.6,25.9,29.38,48.87,29.68,62.6
2020-09-29,102.55,58.5,431.0,76.3,25.8,29.4,48.6,29.88,62.65
2020-09-30,103.0,58.75,433.0,75.5,25.6,29.48,48.6,29.46,63.3
2020-10-05,103.05,58.9,432.5,77.3,25.45,29.45,47.71,29.8,63.7
2020-10-06,104.25,59.55,439.5,76.7,25.75,29.68,46.86,30.03,65.1
2020-10-07,104.8,59.9,443.0,76.9,25.6,29.65,47.12,29.75,65.8
2020-10-08,106.2,60.55,453.0,77.2,25.35,29.76,46.76,30.14,67.15
2020-10-12,107.05,61.1,460.0,76.0,25.35,29.74,46.78,30.7,67.65
2020-10-13,107.1,60.95,462.0,76.5,25.15,29.71,46.88,30.95,67.85
2020-10-14,106.7,60.75,459.0,79.0,25.15,29.74,47.18,30.87,67.3
2020-10-15,105.7,60.4,453.0,77.5,25.05,29.69,47.6,30.58,66.6
2020-10-16,105.25,60.1,449.0,76.0,24.9,29.56,47.55,30.69,65.65
2020-10-19,106.6,60.6,457.5,77.9,24.75,29.64,47.1,30.78,67.55
2020-10-20,106.0,60.5,451.0,79.4,24.7,29.64,46.96,30.26,66.9
2020-10-21,105.95,60.4,453.0,78.7,24.5,29.59,46.23,30.4,67.2
2020-10-22,106.1,60.55,455.0,78.9,24.8,29.59,46.36,30.04,67.45
2020-10-23,106.1,60.6,452.0,79.1,24.75,29.63,45.98,30.32,67.5
2020-10-26,106.1,60.65,450.0,79.9,24.95,29.69,46.36,30.19,67.7
2020-10-27,105.5,60.3,447.0,79.8,24.75,29.69,46.57,29.96,67.2
2020-10-28,105.0,59.95,444.0,71.9,24.7,28.19,46.83,29.67,66.15
2020-10-29,103.85,59.25,437.0,71.3,24.35,27.98,46.66,29.06,64.9
2020-10-30,103.0,58.8,432.0,71.8,24.3,27.8,46.61,28.71,63.5
2020-11-02,103.4,59.0,435.5,71.7,24.6,27.72,46.08,28.76,64.0
2020-11-03,104.6,59.85,441.0,71.6,24.9,28.01,46.33,29.17,65.9
2020-11-04,106.15,60.7,450.0,71.9,24.85,28.05,46.61,29.84,68.2
2020-11-05,106.05,60.75,451.0,72.0,25.05,28.12,47.31,30.32,68.1
2020-11-06,106.7,61.0,452.5,72.7,25.3,28.19,47.06,30.45,68.55
2020-11-09,108.1,61.75,458.5,73.8,25.45,28.4,46.46,31.13,70.6
2020-11-10,107.1,61.5,451.0,72.6,25.8,28.29,45.75,30.81,69.95
2020-11-11,108.75,62.15,457.0,73.1,26.5,28.5,45.12,30.89,72.0
2020-11-12,108.8,62.35,458.0,73.0,26.15,28.4,45.49,30.96,71.4
2020-11-13,109.25,62.5,462.0,73.6,26.1,28.53,46.15,30.83,72.0
2020-11-16,112.8,64.5,484.0,73.9,26.15,28.8,46.11,31.48,76.3
2020-11-17,113.6,63.7,485.5,74.7,26.1,28.81,45.67,31.43,76.1
2020-11-18,114.35,64.5,497.0,75.1,25.85,28.9,46.16,31.37,77.6
2020-11-19,114.15,64.2,490.0,75.6,25.65,28.86,46.35,31.12,77.55
2020-11-20,114.0,64.0,488.0,79.5,25.35,28.88,46.67,31.11,77.5
2020-11-23,115.45,64.8,496.5,79.9,25.6,29.14,46.8,31.12,79.35
2020-11-24,114.9,64.55,492.0,78.1,25.75,29.11,46.43,31.44,78.5
2020-11-25,113.95,63.95,487.0,78.5,25.4,29.01,46.05,31.67,77.15
2020-11-26,114.85,64.45,489.0,78.4,25.55,29.15,46.07,31.68,79.0
2020-11-27,114.65,64.45,489.0,79.5,25.45,29.32,46.19,31.59,79.25
2020-11-30,113.3,63.65,480.5,78.5,25.15,29.35,46.46,31.51,77.3
2020-12-01,114.3,64.15,490.0,78.8,25.3,29.35,46.48,31.83,79.2
2020-12-02,115.4,64.8,499.0,78.9,25.3,29.44,45.84,31.84,80.25
2020-12-03,115.4,64.8,497.0,80.6,25.25,29.45,45.38,31.93,80.35
2020-12-04,117.3,65.7,503.0,80.1,25.4,29.68,45.33,31.72,82.5
2020-12-07,118.4,66.45,514.0,81.1,25.15,29.85,44.83,31.88,83.25
2020-12-08,120.05,67.3,524.0,81.8,25.05,29.9,45.07,31.8,85.05
2020-12-09,120.05,67.3,520.0,80.0,25.1,30.14,45.0,31.95,85.6
2020-12-10,118.6,66.65,512.0,78.3,25.0,29.94,45.17,31.64,83.65
2020-12-11,118.75,66.7,516.0,76.9,25.1,29.81,45.43,31.55,83.65
2020-12-14,118.25,66.5,508.0,77.1,25.0,29.82,45.31,31.68,83.5
2020-12-15,117.05,65.75,504.0,77.6,24.85,29.51,45.5,31.38,81.25
2020-12-16,119.25,66.65,512.0,78.8,25.25,29.8,45.2,31.76,84.2
2020-12-17,118.6,66.55,508.0,79.6,25.3,29.66,45.16,31.86,84.0
2020-12-18,118.2,66.35,510.0,80.4,25.15,29.61,45.19,31.86,83.6
2020-12-21,119.35,67.05,516.0,78.5,25.3,29.6,45.06,31.86,85.4
2020-12-22,118.0,66.2,509.0,76.6,25.0,29.43,45.16,31.63,82.95
2020-12-23,118.15,66.4,509.0,76.3,24.95,29.42,45.29,31.7,83.8
2020-12-24,118.8,66.65,510.0,76.2,24.95,29.48,44.92,31.78,84.75
2020-12-25,118.95,66.8,511.0,76.6,25.0,29.51,45.05,31.8,85.3
2020-12-28,120.0,67.45,515.0,77.6,24.95,29.75,44.93,32.0,87.15
2020-12-29,119.9,67.4,515.0,77.3,25.0,29.67,44.94,32.29,87.05
2020-12-30,121.6,68.3,525.0,77.9,25.7,29.78,44.95,32.2,89.45
2020-12-31,122.25,68.75,530.0,77.8,25.55,29.95,45.0,32.14,90.0
2021-01-04,124.35,70.0,536.0,78.5,25.35,29.94,44.99,32.31,92.85
2021-01-05,124.6,70.25,542.0,78.9,25.3,30.02,44.91,31.84,93.45
2021-01-06,125.95,70.8,549.0,77.8,25.2,30.0,44.2,31.85,93.35
2021-01-07,128.9,72.4,565.0,78.2,25.2,30.22,43.44,32.2,97.45
2021-01-08,131.2,74.1,580.0,79.1,25.5,30.46,43.14,32.66,100.35
2021-01-11,132.3,74.35,584.0,79.2,25.5,30.61,43.23,32.5,101.35
2021-01-12,132.1,74.45,591.0,79.0,25.3,30.35,43.08,32.4,100.75
2021-01-13,135.3,76.0,605.0,81.3,25.3,30.69,43.13,32.46,104.95
2021-01-14,134.05,75.3,592.0,80.6,25.2,30.92,43.47,32.54,104.0
2021-01-15,134.5,75.55,601.0,79.9,25.0,30.79,43.48,32.25,103.0
2021-01-18,134.4,75.65,607.0,79.0,24.9,30.61,43.5,32.17,102.4
2021-01-19,137.95,77.5,627.0,79.7,24.9,30.74,43.25,32.45,107.3
2021-01-20,138.2,77.85,647.0,76.0,24.55,30.25,43.38,32.52,105.45
2021-01-21,143.0,80.2,673.0,76.1,24.5,30.3,43.4,32.99,111.15
2021-01-22,137.45,79.2,649.0,78.6,24.3,30.53,43.13,32.85,109.5
2021-01-25,135.6,78.3,633.0,80.6,24.25,30.83,43.27,32.96,108.0
2021-01-26,132.85,76.55,617.0,79.6,24.1,30.68,43.8,32.81,103.85
2021-01-27,133.05,76.5,615.0,80.2,24.2,30.95,43.77,32.78,104.5
2021-01-28,130.35,74.9,601.0,78.9,24.0,30.72,43.99,31.99,100.65
2021-01-29,128.2,73.55,591.0,78.9,23.6,30.26,43.79,31.92,97.1
2021-02-01,130.75,75.2,611.0,77.2,23.9,30.25,43.38,31.91,100.45
2021-02-02,134.45,77.35,632.0,78.1,24.1,30.5,43.22,32.4,105.3
2021-02-03,134.35,77.4,630.0,78.7,23.95,30.51,43.06,32.77,105.9
2021-02-04,133.55,76.85,627.0,77.0,24.0,30.51,42.6,32.6,104.4
2021-02-05,134.8,77.6,632.0,79.1,24.1,30.55,42.7,33.1,106.2
2021-02-17,140.55,80.8,663.0,85.1,24.7,31.0,41.65,33.56,114.4
2021-02-18,140.35,80.7,660.0,85.3,24.9,31.13,41.67,33.4,115.5
2021-02-19,138.85,79.95,652.0,85.0,24.9,31.12,41.37,33.26,113.95
2021-02-22,138.8,79.9,650.0,87.8,24.85,31.5,40.54,33.21,114.6
2021-02-23,138.5,79.6,641.0,90.2,25.25,31.8,40.63,33.19,115.35
2021-02-24,136.45,78.3,625.0,88.2,25.35,31.8,40.51,32.88,111.4
2021-02-25,137.55,79.1,635.0,88.0,25.75,32.01,40.04,33.32,114.25
2021-02-26,133.4,77.45,606.0,87.0,25.25,31.9,39.53,32.47,107.2
2021-03-02,133.45,76.75,609.0,85.3,25.15,31.9,40.22,33.02,107.25
2021-03-03,135.4,78.0,622.0,84.6,25.25,31.93,39.89,33.02,111.3
2021-03-04,132.75,76.4,601.0,85.0,25.1,31.8,39.5,32.32,107.5
2021-03-05,131.95,75.7,601.0,85.4,25.05,31.8,39.1,32.06,106.25
2021-03-08,131.85,75.65,598.0,87.4,25.15,32.0,39.46,32.86,105.95
2021-03-09,131.35,75.5,595.0,90.6,25.7,32.0,40.02,33.33,105.85
2021-03-10,131.9,75.75,597.0,92.4,26.0,32.1,40.28,33.35,106.5
2021-03-11,134.7,77.3,609.0,95.8,25.9,32.33,40.04,33.73,111.0
2021-03-12,135.25,77.6,614.0,93.5,25.95,32.43,39.66,33.99,111.5
2021-03-15,134.9,77.5,611.0,94.7,26.1,32.74,39.09,34.08,111.4
2021-03-16,135.35,77.9,613.0,95.5,26.2,32.99,39.4,34.33,112.5
2021-03-17,134.2,77.2,604.0,93.7,26.0,32.95,39.4,34.28,110.85
2021-03-18,134.9,77.45,602.0,96.2,26.1,33.53,38.86,34.4,112.5
2021-03-19,132.8,76.35,591.0,96.8,26.05,33.6,39.14,34.08,109.05
2021-03-22,133.4,76.75,593.0,97.1,25.95,33.6,39.5,34.07,110.85
2021-03-23,133.6,76.7,594.0,96.7,25.9,33.66,39.5,34.25,110.6
2021-03-24,131.5,75.6,576.0,95.8,26.0,33.65,40.19,34.11,108.45
2021-03-25,131.95,75.85,575.0,94.8,26.05,33.66,40.08,34.11,109.25
2021-03-26,134.35,77.2,590.0,97.3,26.2,33.8,39.99,34.42,112.65
2021-03-29,135.45,77.7,599.0,97.5,26.2,34.34,39.9,34.49,114.5
2021-03-30,135.9,77.95,597.0,96.8,26.2,34.6,39.32,34.75,116.0
2021-03-31,134.75,77.35,587.0,99.8,26.1,34.63,39.59,34.59,114.35
2021-04-01,135.75,77.9,602.0,98.6,26.1,34.61,39.65,34.75,116.0
2021-04-06,137.65,79.0,610.0,99.6,26.1,34.74,39.99,35.55,119.0
2021-04-07,137.8,79.1,610.0,100.5,26.15,34.71,39.92,35.51,119.5
2021-04-08,138.25,79.4,613.0,98.8,26.2,34.75,39.77,35.68,121.3
2021-04-09,137.95,79.15,610.0,102.0,26.15,34.7,40.02,35.68,120.35
2021-04-12,137.15,78.8,605.0,104.0,26.2,34.69,40.08,35.9,119.95
2021-04-13,137.15,78.8,605.0,101.5,26.25,34.47,39.89,35.91,119.65
2021-04-14,137.9,79.2,612.0,107.5,26.35,34.35,40.09,36.08,120.1
2021-04-15,139.05,80.0,619.0,108.0,26.9,34.5,40.03,35.97,123.05
2021-04-16,139.25,80.0,610.0,115.5,26.95,34.94,40.17,36.14,124.15
2021-04-19,139.5,80.0,603.0,110.0,27.25,35.2,40.2,36.1,125.6
2021-04-20,139.25,80.15,602.0,108.0,27.2,35.33,39.72,35.87,126.15
2021-04-21,138.0,79.3,592.0,106.5,27.0,35.53,39.94,35.48,124.5
2021-04-22,137.9,79.05,591.0,104.0,26.85,35.4,40.19,35.84,123.65
2021-04-23,139.15,79.8,602.0,111.0,26.8,35.3,40.14,35.67,126.1
2021-04-26,141.2,81.0,610.0,117.0,27.0,35.99,39.94,35.84,130.15
2021-04-27,141.25,80.9,610.0,119.0,27.0,35.98,39.8,35.85,130.6
2021-04-28,140.4,80.55,602.0,120.5,26.95,35.98,39.44,35.85,130.0
2021-04-29,140.6,80.75,600.0,123.0,26.95,36.12,39.44,35.91,130.45
2021-05-03,138.25,79.35,588.0,125.0,26.6,35.91,39.4,35.89,125.5
2021-05-04,137.05,78.8,591.0,121.5,26.25,35.3,39.62,35.75,121.55
2021-05-05,135.75,78.05,585.0,123.5,26.3,35.35,39.84,35.61,119.35
2021-05-06,136.95,78.8,587.0,120.0,26.6,35.3,39.89,35.68,121.7
2021-05-07,139.4,80.1,599.0,122.0,26.65,35.72,39.92,35.91,126.45
